Time,Date,Attack Name,Attacking Country,Target Country,Attack Type
4:31:45 AM,5 Oct 2019,Trojan.LNK-Bondat.Gen.1,Venezuela,,INFECTION
4:37:45 AM,5 Oct 2019,"aauinstaller.exe:0000F001,00008006,00008050,00007002,00009903",Panama,,INFECTION
3:45:37 AM,5 Oct 2019,"esif_assist_64.exe:0000F001,00008050,00008011,00007002,00009903",United States,,INFECTION
3:03:30 AM,5 Oct 2019,Trojan.Doc.Agent.OE,United States,,INFECTION
3:30:18 AM,5 Oct 2019,Adware.DealPly.1.Gen,Canada,,INFECTION
3:24:00 AM,5 Oct 2019,Adware.DealPly.1.Gen,Mexico,,INFECTION
3:23:02 AM,5 Oct 2019,Gen:Variant.Application.Dealply.16,United States,,INFECTION
4:40:44 AM,5 Oct 2019,Win32.Worm.Downadup.Gen,Mexico,,INFECTION
4:18:45 AM,5 Oct 2019,VB:Trojan.VB.Agent.AOI,United States,,INFECTION
3:42:49 AM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
4:46:48 AM,5 Oct 2019,Trojan.GenericKD.32376525,Mexico,,INFECTION
2:34:46 AM,5 Oct 2019,Application.Redirects.E,United States,,INFECTION
2:45:27 AM,5 Oct 2019,Trojan.Generic.7952044,Trinidad and Tobago,,INFECTION
3:42:33 AM,5 Oct 2019,"esif_assist_64.exe:0000F001,00008050,00008011,00007002,00009903",United States,,INFECTION
2:17:57 AM,5 Oct 2019,Application.BitCoinMiner.SX,Brazil,,INFECTION
2:56:55 AM,5 Oct 2019,"avira.exe:0000F001,00008006,00008050,00008011,00007002,00001600,00009903",United States,,INFECTION
2:30:18 AM,5 Oct 2019,Trojan.Launch.E,United States,,INFECTION
4:18:14 AM,5 Oct 2019,"PSEvents.exe:0000F001,00008050,0000E001,0000E001,0000D007",Ireland,,INFECTION
3:53:33 AM,5 Oct 2019,"AVPDTAgt.exe:0000F001,00008050,00007002,0000A01B,00009903",Chile,,INFECTION
3:20:13 AM,5 Oct 2019,Gen:Variant.Barys.163705,United States,,INFECTION
4:17:56 AM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
2:40:28 AM,5 Oct 2019,"esif_assist_64.exe:0000F001,00008050,00008011,00007002,00009903",United States,,INFECTION
4:08:59 AM,5 Oct 2019,Trojan.LNK.Gen,United States,,INFECTION
4:09:17 AM,5 Oct 2019,Trojan.LNK.Agent.CX,Brazil,,INFECTION
2:18:32 AM,5 Oct 2019,Trojan.Bat.AAND,Colombia,,INFECTION
4:19:06 AM,5 Oct 2019,Adware.BrowseFox.BJ,United States,,INFECTION
3:31:50 AM,5 Oct 2019,"esif_assist_64.exe:0000F001,00008050,00008011,00007002,00009903",United States,,INFECTION
2:29:57 AM,5 Oct 2019,Trojan.Autoit.Agent.QQ,Bolivia,,INFECTION
2:22:40 AM,5 Oct 2019,Gen:Variant.Ulise.38868,United States,,INFECTION
2:53:03 AM,5 Oct 2019,"BSvcProcessor.exe:0000F001,00008050,00007017,0000D007",United States,,INFECTION
3:03:34 AM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
1:16:44 AM,5 Oct 2019,Adware.DealPly.1.Gen,Canada,,INFECTION
3:46:29 AM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
4:30:26 AM,5 Oct 2019,Application.Hacktool.KMSAuto.O,United States,,INFECTION
1:55:48 AM,5 Oct 2019,Adware.Agent.THT,Canada,,INFECTION
3:42:30 AM,5 Oct 2019,Trojan.RTF-COM-Dropper.Gen,Spain,,INFECTION
4:40:47 AM,5 Oct 2019,Trojan.GenericKD.41842658,United States,,INFECTION
4:32:00 AM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
2:35:21 AM,5 Oct 2019,Trojan.Acad.Bursted.U,Brazil,,INFECTION
2:36:55 AM,5 Oct 2019,Trojan.Generic.124274,United States,,INFECTION
1:53:46 AM,5 Oct 2019,Generic.Application.CoinMiner.1.FA21B194,Brazil,,INFECTION
3:07:57 AM,5 Oct 2019,Trojan.Autoit.Agent.QQ,Peru,,INFECTION
3:25:36 AM,5 Oct 2019,Adware.Agent.PJT,Serbia,,INFECTION
2:30:14 AM,5 Oct 2019,"GetClientDetails.exe:0000F001,00008050,0000E001,0000E001,00008007,0000C000,0000D007,0000D000,0000FFF0,0000FFF2",United States,,INFECTION
2:28:10 AM,5 Oct 2019,Trojan.VBS.VBW,Brazil,,INFECTION
2:48:01 AM,5 Oct 2019,Trojan.Lnk.RP,Mexico,,INFECTION
3:31:27 AM,5 Oct 2019,"GoogleUpdateCore.exe:0000F001,0000A016,00008050,00007017,0000D007",United Kingdom,,INFECTION
2:41:58 AM,5 Oct 2019,Application.Hacktool.KMSActivator.AV,Mexico,,INFECTION
3:51:25 AM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
2:51:45 AM,5 Oct 2019,Heur.BZC.YAX.Voiv.11.03EF9E7C,Brazil,,INFECTION
2:25:58 AM,5 Oct 2019,Win32.Worm.Downadup.Gen,Brazil,,INFECTION
4:29:23 AM,5 Oct 2019,JS:Trojan.Cryxos.1726,United States,,INFECTION
4:35:54 AM,5 Oct 2019,Trojan.Emailspy.T,Brazil,,INFECTION
4:25:00 AM,5 Oct 2019,VB:Trojan.VBA.Agent.ZD,United States,,INFECTION
3:14:38 AM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
3:37:41 AM,5 Oct 2019,Trojan.Acad.Bursted.AK,Greece,,INFECTION
4:38:01 AM,5 Oct 2019,Adware.DealPly.1.Gen,Brazil,,INFECTION
2:34:05 AM,5 Oct 2019,"Fiserv.Cleartouch.Desktop.Startup.Bootstrap.exe:0000F001,0000A016,00008050,0000E001,0000D007",United States,,INFECTION
2:17:18 AM,5 Oct 2019,Trojan.VBS.Agent.AUB,United States,,INFECTION
2:50:02 AM,5 Oct 2019,VB:Trojan.VBS.Agent.BJK,Brazil,,INFECTION
2:25:48 AM,5 Oct 2019,Heur.BZC.YAX.Voiv.11.03EF9E84,Brazil,,INFECTION
2:23:48 AM,5 Oct 2019,"Update.exe:0000F001,00008050,0000E001,0000E001,00008007,0000D000",United States,,INFECTION
2:46:58 AM,5 Oct 2019,Adware.DealPly.1.Gen,Brazil,,INFECTION
4:37:48 AM,5 Oct 2019,Worm.Generic.914973,Brazil,,INFECTION
2:42:17 AM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
2:32:05 AM,5 Oct 2019,Win32.Worm.DownadupJob.A,United States,,INFECTION
3:42:03 AM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
3:35:44 AM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
3:54:04 AM,5 Oct 2019,"wscript.exe:0000F001,00008050,0000903F,00009018,03000000",Spain,,INFECTION
2:37:00 AM,5 Oct 2019,Exploit.CVE-2010-2568.Gen,Brazil,,INFECTION
4:18:43 AM,5 Oct 2019,"esif_assist_64.exe:0000F001,00008050,00008011,00007002,00009903",United States,,INFECTION
4:11:18 AM,5 Oct 2019,VB:Trojan.VBS.VCF,Brazil,,INFECTION
4:21:26 AM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
2:42:48 AM,5 Oct 2019,Exploit.CVE-2010-2568.Gen,Brazil,,INFECTION
3:05:11 AM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
4:13:01 AM,5 Oct 2019,Generic.VBSWorm.Lnk.62515148,Brazil,,INFECTION
3:31:37 AM,5 Oct 2019,Backdoor.Hupigon.148694,United States,,INFECTION
3:27:36 AM,5 Oct 2019,Application.Hacktool.YM,Venezuela,,INFECTION
1:16:33 AM,5 Oct 2019,Win32.Worm.Nimda.R,Brazil,,INFECTION
4:01:16 AM,5 Oct 2019,"DeleteFolderTask.exe:0000F001,00008050,00007002,00009903",Mexico,,INFECTION
4:46:02 AM,5 Oct 2019,Trojan.GenericKD.4936198,United Kingdom,,INFECTION
2:56:49 AM,5 Oct 2019,Adware.DealPly.1.Gen,Mexico,,INFECTION
3:44:20 AM,5 Oct 2019,VB:Trojan.VBA.Agent.ZE,United States,,INFECTION
3:07:51 AM,5 Oct 2019,"Ipc.Sync.DesktopDirect.exe:0000F001,00008050,00007017,0000E001,0000D007",Bahamas,,INFECTION
2:47:18 AM,5 Oct 2019,Exploit.CVE-2010-2568.Gen,Brazil,,INFECTION
4:22:04 AM,5 Oct 2019,Adware.DealPly.1.Gen,Canada,,INFECTION
2:46:13 AM,5 Oct 2019,Gen:Variant.Ursu.593645,United States,,INFECTION
4:36:12 AM,5 Oct 2019,"AdAppMgrUpdater.exe:0000F001,00008050,00007002,00009903",United Kingdom,,INFECTION
2:44:41 AM,5 Oct 2019,Application.Hacktool.KMSActivator.AV,Mexico,,INFECTION
2:27:23 AM,5 Oct 2019,"KMS-R@1nhook.exe:0000F001,00008050,00000001,00000111",Brazil,,INFECTION
2:55:14 AM,5 Oct 2019,Generic.Worm.LNK.A.5E819732,Peru,,INFECTION
3:50:16 AM,5 Oct 2019,Adware.PullUpdate.CN,France,,INFECTION
1:54:51 AM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
4:38:41 AM,5 Oct 2019,Gen:Variant.Ser.Zusy.575,Mexico,,INFECTION
3:22:23 AM,5 Oct 2019,Gen:Variant.Ulise.38868,United States,,INFECTION
4:15:54 AM,5 Oct 2019,"PollCheck.exe:0000F001,00008050,0000E001,0000E001,0000D007",United Kingdom,,INFECTION
4:38:47 AM,5 Oct 2019,Trojan.AutoIT.Agent.SP,South Africa,,INFECTION
4:30:35 AM,5 Oct 2019,"cdloader2.exe:0000F001,0000A016,00008050,0000701A,0000D007",United States,,INFECTION
4:32:44 AM,5 Oct 2019,Win32.Generic.494661,United States,,INFECTION
2:33:09 AM,5 Oct 2019,Trojan.GenericKDZ.58149,United States,,INFECTION
3:33:16 AM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
4:23:53 AM,5 Oct 2019,Gen:Trojan.Heur2.LPTMGW@bKnqW8nab,United States,,INFECTION
3:36:00 AM,5 Oct 2019,Adware.DealPly.1.Gen,Canada,,INFECTION
3:11:03 AM,5 Oct 2019,Application.JSEMiner.A,United States,,INFECTION
4:16:11 AM,5 Oct 2019,VB:Trojan.Valyria.74,United Kingdom,,INFECTION
3:05:32 AM,5 Oct 2019,Gen:Variant.Application.HackTool.38,Brazil,,INFECTION
2:40:54 AM,5 Oct 2019,Application.Agent.BMB,United States,,INFECTION
2:28:50 AM,5 Oct 2019,Trojan.Ransom.WannaCryptor.H,Colombia,,INFECTION
3:57:18 AM,5 Oct 2019,Adware.DealPly.1.Gen,Italy,,INFECTION
3:02:28 AM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
3:26:03 AM,5 Oct 2019,Trojan.Dropper.UDL,Brazil,,INFECTION
4:32:52 AM,5 Oct 2019,"rundll32.exe:0000F001,00008050,00009400,0000E001,0000E001,0000D004",United States,,INFECTION
2:41:33 AM,5 Oct 2019,Worm.Lnk.C,Mexico,,INFECTION
4:43:23 AM,5 Oct 2019,Gen:Variant.Adware.Elex.10,Brazil,,INFECTION
3:41:07 AM,5 Oct 2019,Exploit.CVE-2010-2568.Gen,Tunisia,,INFECTION
2:36:14 AM,5 Oct 2019,Adware.DealPly.1.Gen,Canada,,INFECTION
4:24:10 AM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
2:30:11 AM,5 Oct 2019,"esif_assist_64.exe:0000F001,00008050,00008011,00007002,00009903",United States,,INFECTION
3:52:53 AM,5 Oct 2019,Gen:Variant.Application.Bundler.InstallRex.2,United States,,INFECTION
3:52:56 AM,5 Oct 2019,Adware.DealPly.1.Gen,Mexico,,INFECTION
3:46:56 AM,5 Oct 2019,Win32.Parite.B,Brazil,,INFECTION
4:23:19 AM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
3:37:35 AM,5 Oct 2019,"Razer_Chroma_SDK_Core_v3.10.4.exe:0000F001,00008006,00008050,00007002,00001600,00002200,00002034,00009903",United States,,INFECTION
2:37:56 AM,5 Oct 2019,Adware.Generic.1785445,Brazil,,INFECTION
3:52:56 AM,5 Oct 2019,Adware.DealPly.1.Gen,Trinidad and Tobago,,INFECTION
3:57:41 AM,5 Oct 2019,Win32.Rontokbro.H,Mexico,,INFECTION
3:16:06 AM,5 Oct 2019,"esif_assist_64.exe:0000F001,00008050,00008011,00007002,00009903",Canada,,INFECTION
3:45:46 AM,5 Oct 2019,Application.Agent.BMB,United States,,INFECTION
4:11:43 AM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
3:43:58 AM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
4:28:02 AM,5 Oct 2019,"esif_assist_64.exe:0000F001,00008050,00008011,00009903",Canada,,INFECTION
4:38:07 AM,5 Oct 2019,Trojan.Iframe.BYJ,Brazil,,INFECTION
3:27:51 AM,5 Oct 2019,Exploit.CVE-2010-2568.Gen,Pakistan,,INFECTION
1:16:30 AM,5 Oct 2019,"esif_assist_64.exe:0000F001,00008050,00008011,00009903",United States,,INFECTION
4:27:35 AM,5 Oct 2019,Gen:Variant.Ursu.152098,Brazil,,INFECTION
3:02:20 AM,5 Oct 2019,Trojan.GenericKD.41385236,United States,,INFECTION
2:18:15 AM,5 Oct 2019,Generic.Application.CoinMiner.1.FA21B194,Brazil,,INFECTION
3:49:46 AM,5 Oct 2019,"TakeControlRDViewer.exe:0000F001,00008050,0000E001,0000E001,0000D007",United States,,INFECTION
3:51:42 AM,5 Oct 2019,Adware.Generic.1004246,Canada,,INFECTION
2:44:13 AM,5 Oct 2019,Application.Hacktool.PR,United States,,INFECTION
4:09:16 AM,5 Oct 2019,Adware.Linkury.B,United States,,INFECTION
2:43:14 AM,5 Oct 2019,Adware.DealPly.1.Gen,Canada,,INFECTION
2:38:20 AM,5 Oct 2019,Adware.GameVance.BK,United States,,INFECTION
3:47:51 AM,5 Oct 2019,Win32.Worm.Nimda.R,Brazil,,INFECTION
3:35:22 AM,5 Oct 2019,Backdoor.Hupigon.148694,United States,,INFECTION
4:14:52 AM,5 Oct 2019,Exploit.CVE-2010-2568.Gen,Brazil,,INFECTION
2:42:15 AM,5 Oct 2019,"GeoProvider.exe:0000F001,00008050,0000D007",United States,,INFECTION
4:42:11 AM,5 Oct 2019,Adware.DealPly.1.Gen,Mexico,,INFECTION
2:21:18 AM,5 Oct 2019,Adware.Linkey.B,Canada,,INFECTION
2:21:17 AM,5 Oct 2019,Trojan.Lnk.Runner.A,Peru,,INFECTION
3:04:41 AM,5 Oct 2019,Trojan.Zbot.IFC,United Kingdom,,INFECTION
3:53:54 AM,5 Oct 2019,Gen:Application.Heur2.@N0@b04vsGaib,Peru,,INFECTION
3:23:24 AM,5 Oct 2019,Win32.Worm.Downadup.Gen,Argentina,,INFECTION
3:58:01 AM,5 Oct 2019,"rm.exe:0000F001,00008006,00008050,00007002,00009903",United States,,INFECTION
2:41:42 AM,5 Oct 2019,Application.GenericKD.4627218,Canada,,INFECTION
3:31:52 AM,5 Oct 2019,Trojan.GenericKD.3991953,Italy,,INFECTION
3:23:08 AM,5 Oct 2019,Gen:Illusion.Wrangler.3.89.2.3010200,United States,,INFECTION
3:46:01 AM,5 Oct 2019,VB:Trojan.VBA.Agent.ZE,United States,,INFECTION
3:32:35 AM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
4:13:18 AM,5 Oct 2019,Win32.Worm.Downadup.Gen,Brazil,,INFECTION
4:26:11 AM,5 Oct 2019,Adware.DealPly.1.Gen,Canada,,INFECTION
2:17:49 AM,5 Oct 2019,Application.KeyGen.GH,Greece,,INFECTION
2:41:56 AM,5 Oct 2019,Trojan.GenericKDZ.58149,United States,,INFECTION
4:15:11 AM,5 Oct 2019,JS:Adware.JS.Agent.CH,United States,,INFECTION
4:07:31 AM,5 Oct 2019,Adware.DealPly.1.Gen,United Arab Emirates,,INFECTION
4:25:39 AM,5 Oct 2019,Win32.Worm.DownadupJob.A,United States,,INFECTION
3:50:09 AM,5 Oct 2019,"esif_assist_64.exe:0000F001,00008050,00008011,00009903",United States,,INFECTION
4:45:26 AM,5 Oct 2019,Backdoor.Generic.792814,Brazil,,INFECTION
2:28:26 AM,5 Oct 2019,Adware.DealPly.1.Gen,Colombia,,INFECTION
4:23:41 AM,5 Oct 2019,Adware.DealPly.3.Gen,United States,,INFECTION
3:08:15 AM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
3:50:17 AM,5 Oct 2019,"ipadchg2.exe:0000F001,00008050,0000D007",Canada,,INFECTION
2:54:44 AM,5 Oct 2019,VB.EmoooDldr.10.Gen,United States,,INFECTION
3:20:14 AM,5 Oct 2019,W97m.Downloader.LT,United Kingdom,,INFECTION
3:20:37 AM,5 Oct 2019,Adware.Agent.WOM,Brazil,,INFECTION
3:45:34 AM,5 Oct 2019,Adware.DealPly.1.Gen,Canada,,INFECTION
3:32:41 AM,5 Oct 2019,Adware.DealPly.1.Gen,Brazil,,INFECTION
3:27:04 AM,5 Oct 2019,Trojan.Exploit.Html.Iframe.Filedownload.GW,United States,,INFECTION
2:43:49 AM,5 Oct 2019,Generic.Akela.462FA670,United States,,INFECTION
4:23:58 AM,5 Oct 2019,Exploit.CVE-2010-2568.Gen,Brazil,,INFECTION
3:47:35 AM,5 Oct 2019,Backdoor.Hupigon.148694,United States,,INFECTION
3:48:50 AM,5 Oct 2019,Gen:Variant.Ulise.70242,United States,,INFECTION
3:40:35 AM,5 Oct 2019,Worm.Generic.237277,Mexico,,INFECTION
2:52:34 AM,5 Oct 2019,Backdoor.Generic.792814,Brazil,,INFECTION
4:00:29 AM,5 Oct 2019,Gen:Illusion.Wrangler.2.15.2.2010200,Mexico,,INFECTION
3:05:35 AM,5 Oct 2019,Trojan.Acad.Bursted.AK,Greece,,INFECTION
4:10:11 AM,5 Oct 2019,Adware.DealPly.1.Gen,Mexico,,INFECTION
4:13:48 AM,5 Oct 2019,Gen:Variant.Graftor.430741,United States,,INFECTION
2:39:54 AM,5 Oct 2019,"SBEAgentUpgrader.exe:0000F001,00008006,00008050,00008007,00008007,00008007,00008007,00008007,00008007,0000D004",United States,,INFECTION
3:52:38 AM,5 Oct 2019,"esif_assist.exe:0000F001,00008050,00008011,00007002,00009903",United States,,INFECTION
3:55:36 AM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
4:44:01 AM,5 Oct 2019,Trojan.Agent.EDTT,United States,,INFECTION
3:25:45 AM,5 Oct 2019,"esif_assist_64.exe:0000F001,00008050,00008011,00007002,00009903",United States,,INFECTION
3:23:23 AM,5 Oct 2019,Trojan.Acad.Bursted.U,Brazil,,INFECTION
3:22:57 AM,5 Oct 2019,"Update.exe:0000F001,00008050,00007017,0000E001,0000E001,00008007,0000C000,0000D007",Canada,,INFECTION
4:13:19 AM,5 Oct 2019,"dspmail.exe:044,111,110,303,500",Brazil,,INFECTION
2:45:17 AM,5 Oct 2019,Trojan.Script.669350,Canada,,INFECTION
4:32:09 AM,5 Oct 2019,Gen:Variant.Barys.110345,United States,,INFECTION
2:30:00 AM,5 Oct 2019,"urbrowser.exe:0000F001,00008050,0000D000",United States,,INFECTION
3:07:42 AM,5 Oct 2019,"esif_assist_64.exe:0000F001,00008050,00008011,00007002,00009903",United States,,INFECTION
2:23:51 AM,5 Oct 2019,Exploit.CVE-2010-2568.Gen,Brazil,,INFECTION
3:49:12 AM,5 Oct 2019,Adware.DealPly.1.Gen,Mexico,,INFECTION
4:02:17 AM,5 Oct 2019,Gen:Variant.Ursu.594242,Guatemala,,INFECTION
3:08:40 AM,5 Oct 2019,Application.MailPassView.L,Brazil,,INFECTION
4:04:49 AM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
4:06:46 AM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
3:25:07 AM,5 Oct 2019,Adware.DealPly.1.Gen,United Kingdom,,INFECTION
3:15:46 AM,5 Oct 2019,Gen:Trojan.Heur2.RP.vmW@a4nHt1o,United States,,INFECTION
3:31:37 AM,5 Oct 2019,Gen:Variant.Application.HackTool.38,Brazil,,INFECTION
2:38:32 AM,5 Oct 2019,"esif_assist.exe:0000F001,00008050,00008011,00007002,00009903",Peru,,INFECTION
2:25:15 AM,5 Oct 2019,Trojan.Acad.Bursted.AK,Greece,,INFECTION
3:58:25 AM,5 Oct 2019,"ipadchg2.exe:0000F001,00008050,0000D007",Ireland,,INFECTION
4:46:26 AM,5 Oct 2019,Gen:Heur.Zamg.1,Saint Lucia,,INFECTION
3:54:29 AM,5 Oct 2019,"BSvcProcessor.exe:0000F001,00008050,00007017,0000D007",United States,,INFECTION
2:37:30 AM,5 Oct 2019,Application.Hacktool.KMSActivator.AV,Mexico,,INFECTION
2:34:29 AM,5 Oct 2019,"BitTitanDMAExecutor.exe:0000F001,00008050,0000D007",Brazil,,INFECTION
2:21:19 AM,5 Oct 2019,Exploit.CVE-2011-3412.Gen,South Africa,,INFECTION
3:20:05 AM,5 Oct 2019,Gen:Trojan.Heur2.LPTGGW@bGAddupab,Canada,,INFECTION
3:19:03 AM,5 Oct 2019,Gen:Variant.Ulise.38868,United States,,INFECTION
3:29:00 AM,5 Oct 2019,Gen:Variant.Application.Bundler.iStartSurf.326,United Kingdom,,INFECTION
4:46:08 AM,5 Oct 2019,"signtool.exe:0000F001,00008006,00008050,00007002,00009903",United Kingdom,,INFECTION
4:24:52 AM,5 Oct 2019,Adware.DealPly.1.Gen,United Kingdom,,INFECTION
2:28:42 AM,5 Oct 2019,Trojan.Script.669350,Canada,,INFECTION
4:18:14 AM,5 Oct 2019,"AgentUpgrader.exe:0000F001,00008006,00008050,00007002,00009903",United States,,INFECTION
2:20:25 AM,5 Oct 2019,JS:Worm.JS.Bondat.AG,Brazil,,INFECTION
4:21:57 AM,5 Oct 2019,Generic.Application.CoinMiner.1.FA21B194,Brazil,,INFECTION
4:19:28 AM,5 Oct 2019,"BSvcProcessor.exe:0000F001,00008050,00007017,00004005,0000D007",United States,,INFECTION
2:51:30 AM,5 Oct 2019,Trojan.GenericKD.30410188,United States,,INFECTION
4:15:48 AM,5 Oct 2019,Trojan.GenericKDZ.37577,Dominican Republic,,INFECTION
4:36:28 AM,5 Oct 2019,Application.Agent.BMB,United States,,INFECTION
4:44:53 AM,5 Oct 2019,Exploit.JOB.Squiblydoo.Gen,Brazil,,INFECTION
3:19:40 AM,5 Oct 2019,Win32.Worm.Downadup.Gen,United Arab Emirates,,INFECTION
1:53:56 AM,5 Oct 2019,Gen:Variant.Strictor.153788,Brazil,,INFECTION
4:29:49 AM,5 Oct 2019,"BSvcProcessor.exe:0000F001,00008050,00007017,0000D007",United States,,INFECTION
3:17:48 AM,5 Oct 2019,Adware.DealPly.1.Gen,Ireland,,INFECTION
2:35:38 AM,5 Oct 2019,Application.JSEMiner.A,United States,,INFECTION
3:35:28 AM,5 Oct 2019,"ipadchg.exe:0000F001,00008050,0000D007",United States,,INFECTION
1:54:41 AM,5 Oct 2019,Gen:Trojan.Heur2.LPTfPW@b8yZhJfab,United States,,INFECTION
4:21:04 AM,5 Oct 2019,"LogiOverlay.exe:0000F001,00008050,0000E001,0000E001,00008007,0000D007",Mexico,,INFECTION
2:53:07 AM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
4:41:41 AM,5 Oct 2019,Adware.SwiftBrowse.CO,Montenegro,,INFECTION
4:29:42 AM,5 Oct 2019,"DeleteFolderTask.exe:0000F001,00008050,00007002,00009903",Mexico,,INFECTION
4:20:51 AM,5 Oct 2019,Trojan.LNK.Gen,Mexico,,INFECTION
3:28:19 AM,5 Oct 2019,Worm.Generic.334935,United Arab Emirates,,INFECTION
2:32:49 AM,5 Oct 2019,JS:Trojan.Cryxos.1726,United States,,INFECTION
2:23:59 AM,5 Oct 2019,Adware.DealPly.1.Gen,Canada,,INFECTION
2:48:21 AM,5 Oct 2019,Trojan.GenericKD.32376525,Mexico,,INFECTION
3:55:06 AM,5 Oct 2019,"esif_assist_64.exe:0000F001,00008050,00008011,00007002,00009903",United States,,INFECTION
2:21:49 AM,5 Oct 2019,Gen:Variant.Application.Miner.2,Brazil,,INFECTION
1:15:52 AM,5 Oct 2019,Gen:Variant.Ulise.38868,United States,,INFECTION
3:11:55 AM,5 Oct 2019,Exploit.CVE-2010-2568.Gen,Brazil,,INFECTION
2:48:41 AM,5 Oct 2019,"Winsql.exe:0000F001,00008050,00009400",Colombia,,INFECTION
3:05:52 AM,5 Oct 2019,Gen:Variant.Zusy.101658,Peru,,INFECTION
2:53:12 AM,5 Oct 2019,Application.Hacktool.KMSAuto.B,Brazil,,INFECTION
2:18:49 AM,5 Oct 2019,Adware.DealPly.1.Gen,Canada,,INFECTION
2:43:58 AM,5 Oct 2019,Gen:Variant.MSILPerseus.186512,Germany,,INFECTION
3:19:50 AM,5 Oct 2019,Win32.Worm.Nimda.R,Brazil,,INFECTION
4:20:24 AM,5 Oct 2019,Trojan.Agent.EBDQ,Dominican Republic,,INFECTION
4:07:11 AM,5 Oct 2019,VB:Trojan.VBA.Downloader.QW,Canada,,INFECTION
3:54:48 AM,5 Oct 2019,Exploit.CVE-2010-2568.Gen,Brazil,,INFECTION
2:44:43 AM,5 Oct 2019,Gen:Variant.Ulise.40916,United States,,INFECTION
2:20:20 AM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
4:04:53 AM,5 Oct 2019,Trojan.VBS.Agent.AUB,United States,,INFECTION
4:21:05 AM,5 Oct 2019,Trojan.LNK.Gen,United Kingdom,,INFECTION
2:46:24 AM,5 Oct 2019,Trojan.Agent.BJPJ,United States,,INFECTION
2:55:34 AM,5 Oct 2019,Trojan.GenericKD.41791545,United States,,INFECTION
4:14:36 AM,5 Oct 2019,Trojan.Script.669350,Canada,,INFECTION
3:35:59 AM,5 Oct 2019,JS:Trojan.Cryxos.1726,United States,,INFECTION
3:16:13 AM,5 Oct 2019,Trojan.Autoruns.GenericKDS.32550541,Chile,,INFECTION
2:58:21 AM,5 Oct 2019,"BSvcProcessor.exe:0000F001,00008050,00007017,0000D007",Mexico,,INFECTION
4:05:37 AM,5 Oct 2019,Exploit.CVE-2010-2568.Gen,Brazil,,INFECTION
3:32:18 AM,5 Oct 2019,Gen:Variant.Strictor.153788,Brazil,,INFECTION
1:17:03 AM,5 Oct 2019,Trojan.Ransom.WannaCryptor.H,Mexico,,INFECTION
4:04:03 AM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
4:29:49 AM,5 Oct 2019,Trojan.Script.669350,Canada,,INFECTION
2:30:09 AM,5 Oct 2019,Trojan.LNK.Agent.ADM,Colombia,,INFECTION
2:49:54 AM,5 Oct 2019,Application.Hacktool.KMSActivator.BN,Spain,,INFECTION
3:54:18 AM,5 Oct 2019,Trojan.Launch.E,Mexico,,INFECTION
2:53:29 AM,5 Oct 2019,Win32.Worm.DownadupJob.A,Brazil,,INFECTION
3:21:48 AM,5 Oct 2019,VB:Trojan.VBA.Agent.ZE,United States,,INFECTION
3:15:46 AM,5 Oct 2019,Adware.JS.Crossrider.B,Brazil,,INFECTION
3:01:11 AM,5 Oct 2019,Exploit.CVE-2010-2568.Gen,Brazil,,INFECTION
4:18:38 AM,5 Oct 2019,"esif_assist_64.exe:0000F001,00008050,00008011,00007002,00009903",United States,,INFECTION
4:15:31 AM,5 Oct 2019,Trojan.AgentWDCR.HXF,Turkey,,INFECTION
3:25:53 AM,5 Oct 2019,"esif_assist_64.exe:0000F001,00008050,00008011,00007002,00009903",Cameroon,,INFECTION
3:56:43 AM,5 Oct 2019,Trojan.Autoit.DHZ,Peru,,INFECTION
